author_name,author_from,comment_title,comment_body,comment_date
FortesLoc,"Curitiba, PR",Parque maravilhoso,"É um dos principais parques da cidade de Curitiba e surpreende por sua beleza. Várias churrasqueiras por todo o parque, mas... chegue cedo, pois são concorridas. Excelente para caminhada, bicicletas e etc...", novembro de 2016
ruyanna,"Curitiba, PR","Lazer, esporte e descontração ","O parque Barigui é sempre uma ótima opção de visita. Tem pistas específicas para caminhar, correr e pedalar. A volta menor tem aproximadamente 3,5km . A maior envolvendo os 2 lados da rua Candido Hartmann tem perto de 5 km. O local é agradável e bem iluminado. Tem patos, gansos", abril de 2016
sheilabraga,"Rio de Janeiro, RJ",Lindo Parque!!!!,"Parque muito lindo, onde podemos andar com tranquilidade e ver os animais e o lago muito bonito. Dentro do parque tem um Barzinho muito aconchegante bem perto do lago.", julho de 2016
Taina M,,Um Pedacinho de ar puro no meio da cidade.,Parque Barigui é um excelente passei para quem quer passar o dia desfrutando de uma bela lagoa e muitas árvores. , novembro de 2016
Daniela T,"Curitiba, PR",Parque Barigui,"Grande e bonito o Barigui é uma ótima escolha para quem quer praticar exercícios, ficar em contato com a natureza, ou somente passear. Tem área para aeromodelismo, para patinação e bares com quitutes diversos. Gosto muito de ir aos sábados ou domingos pela manhã, bem cedo,", outubro de 2016
igorrzen,"Araçatuba, SP",Grande Barigui!,Local incrível que todo turista deve conhecer e aproveitar pra fazer um picnic ou ver o por do sol do parque... É incrível!, julho de 2016
sandravolzgarcez,"Pelotas, RS",Bonito,"Permite fazer qualquer atividade ao ar livre, tem um lago, muita área verde, diversão para a família.", abril de 2016
Misossai,,Excelente local para se exercitar,"O Parque Barigui fica muito próximo ao Shopping Barigui, então vale a pena ir com um calçado confortável para fazer uma caminhada e apreciar as árvores, capivaras e paisagens encantadoras.", novembro de 2016
Felipe A,,Recomendo!,"Lugar perfeito para prática de exercícios físicos, como corrida, bicicleta ou uma caminha com os amigos. Também tem um barzinho muito bom com deck de frente para o lago.Ótimo para confraternizações!", novembro de 2016
Jéssica L,"Brusque, SC",Lindo!,"Mais um parque lindo de Curitiba, para você sentar e descansar e admirar a paisagem, para quem tem roler, patins e bicicleta e conseguir levar lá tem pistas divididas para fazer a prática de esporte e até para quem gosta de correr!!! ", novembro de 2016
ericarocher,"Cerro Azul, PR",Lindo parque ,"Lindo parque, gostoso para caminhar, correr, pedalar, para as crianças brincarem, com uma paisagem maravilhosa ", setembro de 2016
Rafael L,,Praia do Curitibano,"É a nossa praia, dias de semana nos finais de tarde, sábados e domingos pela manhã, são os melhores horários. Evite o domingo à tarde, parque fica lotado e nem sempre é bem frequentado.", novembro de 2016
zjr2016,"São Paulo, SP",Dos bons,"Este parque é o mais antigo da cidade. Cortado pelo rio Barigui, ele foi represado dando origem a um grande lago no meio do parque. Ideal para a prática de esportes com caminhadas, corridas, ciclismo, patins, etc. Dispõe ainda de churrasqueiras, para a reunião de famílias e", junho de 2016
José d,,Tradicional Curitibano.,"Se você vier a Curitiba e não for ao parque barigui e quase como não ter vindo para a cidade. Um belo parque, bom para se exercitar, para passear e ficar numa boa. Apenas uma dica: Evite os domingos!", agosto de 2016
MarcelaSchmitt,"Curitiba, PR",Curitibano,"é o passeio preferido nos raros domingos ensolarados da cidade.  Ótimo para levar crianças e os pets Certifique-se de que nao choveu no dia anterior, ou pode encontrar o parque cheio d'água", agosto de 2016
engenheirokasper,"Curitiba, PR",ótimo contato com a natureza e local de encontro no domingo,"Local é dentro da cidade, proximo 10 minutos do centro. amplo. boa estrutura. tem restaurante para almoço, mas só nos fins de semana.", agosto de 2016
Felipe A,"São Paulo, SP",Imperdível!,"Parece que vc está fora do país! Lugar bonito, organizado,mto bem cuidado, mta gente bonita. Sensacional", novembro de 2016
Felipe Braz,"São Paulo, SP",Lugar lindo,Ambiente muito agradável com ampla área verde. Única coisa que deixa a desejar é a alimentação. O local é desprovido de locais próximos para alimentação., novembro de 2016
Hugo171954,"Curitiba, PR",Um bom lugar para passear e se exercitar...,"O Parque Barigui - talvez o maior de Curitiba e' um excelente local para caminhadas e passeios, tem estacionamento e o ambiente é tranquilo, em dias de semana...", novembro de 2016
IsaSach,"Porto Alegre, RS",Lindissimo!!!!,"Parque muito bonito, limpinho, paisagens maravilhosas, bem cuidadas. Durante o passeio é possível ficar bem pertinho de vários animaizinhos, uma fofura. Uma ótima oportunidade de ficar Perto da natureza.", outubro de 2016
Renata D,"Santos, SP",Parque delicioso para um passeio do fim da tarde,"Vale a pena conhecer esse parque é lindo e o contato com a natureza é total ,excelente para caminhar, correr ou simplesmente para passear em família", novembro de 2016
Fernanda D,"Rio de Janeiro, RJ",""" Lindo lugar""",Adorei passear pelo park muito bem cuidado excelente lugar para curtir com a família. Tem um lago bem lindo e não paga nada., agosto de 2016
F_Kaminski,,Ótimo parque,"Um parque muito amplo, bem localizado e fácil acesso. Apesar de possuir estacionamento gratuito e amplo, nos finais de semana pode estar cheio, nos dias de sol fica bem cheio. Ótimo lugar para uma boa caminha, corrida ou andar de bicicleta.", novembro de 2016
MarianaGiorgiani,"Jundiaí, SP",Para relaxar,"O lugar, além de ser lindo, é enorme e te permite entrar em contato com a natureza. Há lagos com peixes, capivaras soltas pelo parque e lugar para caminhar e pedalar.", dezembro de 2015
Vanessa D,"Curitiba, Parana, Brazil",o parque mais bonito da cidade,"excelente pra passear em família ou com amigos, de manhã pode-se praticar esportes, porém nas tardes de fins de semana prepare-se pro excesso de pessoas caminhando nas pistas, pode ficar difícil de andar de bicicleta, patins ou praticar outros esportes. Algumas épocas do ano o", novembro de 2016
Milena A,Brasil,Demais!,"O parque é realmente lindo! Como os demais parques, é muito bem cuidado e limpo. Vale uma bela caminhada! A vista é maravilhosa!! Amei! ", novembro de 2016
silvaniamatias,,Parque lindo ,"Área imensa, ideal para a prática de atividades físicas! Possui um lago lindo. Área verde gigante no meio da cidade! Vale a pena a visita! ", novembro de 2016
Daniele S,"Curitiba, PR",Parque Barigui ,"Um parque excelente para praticar esportes, contém três pistas: uma para caminhadas, outra para corrida e a outra é para bicicletas e patins. Nos finais de semana o parque fica muito cheio no período da tarde. Parquinho infantil só tem do lado do parque onde está situado o museu", novembro de 2016
Alain T,"Curitiba, PR","bom, bonito e dependendo do horario lotado","Um dos parques mais cheios de curitiba. Recomendo para caminhadas, andar de bicicleta, até um pique nique... mas não é para turista. é um parque para exercicio fisico. Então quando o sol sai em curitiba este parque vira um formigueiro. Para exercicio sem muito movimento va cedo", novembro de 2016
Joilson H,"Prudentópolis, PR",Exercício e passeio,"Um parque que é possível passear com crianças, família  e amigos e também praticar exercício como caminhada, corrida, skate, patins, e alguns outros além desses.", abril de 2016
Elizabeth W,,Aproveite nos dias de sol,"Parque bem família, com pista para correr e grandes gramados para se exercitar, levar a família ou cachorro para passear.", agosto de 2016
Marilena O,"Curitiba, PR",Respirando o frescor do parque.,"O Parque Barigui é um excelente local para se fazer uma boa caminhada, respirar ar puro e encontrar-se com amigos. Local muito aprazível com muito verde e até um grande lago.No verão com pedalinhos para uma diversão diferente.", fevereiro de 2016
Lrosa1505,"Curitiba, PR",Lugar agradavel,"Lugar agradável para ir com a família passear, se exercitar, linda paisagem. Porém tem que melhorar no requisito segurança.", outubro de 2016
Felipe H,"São Paulo, SP",Lindo parque!,"Um parque muito gostoso para curtir com a família, sozinho, ou como quiser.  Várias vistas incríveis, e ainda é possível fazer um passei de helicóptero! Quem puder pagar o valor! Tem os restaurantes super legais e com preços justos.  A limpeza e educação de todos que frequentam", novembro de 2016
Luciane D,,Tradicional parque de Curitiba,"O mais popular de todos os parques de Curitiba eh otimo para uma boa caminhada ou mesmo para sentar no gramado e curtir um bom papo com os amigos. Com um pavilhao para exposiçoes, parque infantil, restaurantes e lanchonetes, lago, uma boa pista para caminhadas e corridas,", novembro de 2016
accamis,"Gaspar, SC",Surpresa boa,"O Parque é bem simples, comparado com os outros, mas muito agradável. Ótimo para um piquenique, uma boa caminhada e esportes no geral. Como todos os outros, surpreende pela limpeza e conservação.", novembro de 2016
Leonardo Barbosa,"São Paulo, SP",Maravilhoso ,"Sou fã desse parque, ele é ótimo pra caminhadas ou até comer um pastel e tomar um caldo de cana. Passeio obrigatório para qualquer um. Museu do automóvel é um bônus no local!!!", novembro de 2016
Ricardo Moreno,"Itapuã, BA",Perfeito para se exercitar,"O Barigui é um parque enorme, muito frequentado por pessoas que buscam uma vida mais saudável. É o local dos exercícios físicos. Lá é ideal para pedalar (alugar uma bicicleta no local) ou uma boa caminhada/corrida. Vale a pena conhecer.", novembro de 2016
gcc2104,"Curitiba, PR",Ótimo local para passear,"Parque muito gostoso com muito espaço para churrasco, passeios, caminhadas, piquenique ou simplesmente passar algumas horas ao ar livre.", novembro de 2016
Itamar Carneiro,"Curitiba, PR",Gostoso no Calor e no Frio,Adorei visitar este parque! Muito amplo e com muitas pessoas praticando atividades esportivas e até piquenique! Vale muito a pena visitar., novembro de 2016
Boanerges L,"Belo Horizonte, MG","Vale o passeio, visite-o","Curitiba é o lugar de parques lindos, frequentados e cuidados pela população. E o Barigui é um deles. Grande extensão de jardins, lago e pistas de caminhada, corrida e bicicleta. Perfeito para o início da manhã e final do dia. Localizado na área urbana é ótimo para qualquer", setembro de 2016
Valdinei Ferrari,Matinhos,Ótimo local para caminhadas e lazer.,"O Parque Barigui é bem localizado e de fácil acesso. É um ótimo lugar para quem gosta de caminhar, correr e pedalar. Existem pistas exclusivas para cada tipo de exercício. As pistas circunda os lagos do parque. Para quem gosta de passar o tempo ou brincar com suas crianças o", agosto de 2016
Gisele C,,maravilindo,"delicia de parque, da para reservar churrasqueira, correr, caminhaada, jogar futebol americano enfim..", outubro de 2016
Renata A,,Passeio,"Lindo parque para passeio, caminhada, corrida, andar de bicicleta, roller, enfim, dá pra  além de ter  um lindo visual da natureza, cuidar do corpo, se divertir e paquerar. Por que não?", outubro de 2016
Viviane C,"Madri, Espanha",Passeio!,"Já fomos inúmeras vezes. Nossa ultima visita ao parque estava ótima com a família amigos. Um dos principais parques da cidade, ideal visitar em dias quentes e de sol!", dezembro de 2015
Crisadbrazilian,"Curitiba, PR",Ótimo ,"Passei um domingo no parque, nao do lado.q tem o lago, do outro lado onde eu ainda não tinha ido. Foi legal pois ficamos num quisque com churrasqueira, mesa e lixo. As crianças aproveitaram o parquinho q é bem grande, viram os macaquinhos nas árvores, as capivaras q apareceram", novembro de 2016
StanleyBilatto,"São Carlos, SP",Agradável,"local tranquilo e agradável para passear e respirar um ar puro, fazer caminhadas e corridas. Recomendo!", janeiro de 2016
Luiz Menestrina,"Curitiba, PR",Estrutura poderia ser melhor,"Excelente parque para passeios, tanto à pé, quanto de bicicleta. Pode se passear com os animais de estimação, porém a estrutura para os usuários deixa à desejar no que se diz respeito à alimentação e banheiros. A lanchonete que existe lá é péssima e muito suja. Os banheiros", outubro de 2016
Maria_Belgo,"São João Del Rei, MG",Muito show!,"Lugar muito agradável para passear, curtir a manhã ou a tarde. Se você gosta de fazer exercícios ou simplesmente caminhar com a família ou de meditar, curtir uma paisagem bonita este é um dos lugares fantásticos para ir em Curitiba e de graça! Vale a pena!", outubro de 2016
Pedro L,"Maceió, AL",belo parque,"Ideal para passeios ao final da tarde. Tem uma boa área gramada para deitar, próxima ao lago. Há longas trilhas e percursos para caminhada/corrida. Preferi ir a partir das 15 e ficar até quase escurecer. Fica em frente ao shopping barigui, e de fácil acesso a partir do terminal", setembro de 2016
Marina,,lindo,"passeio de todo final de semana, bem cheio durante a tarde, bom para fazer caminhadas e levar animais de estimação", outubro de 2016
